INTERVALSTARTTIME_GMT,INTERVALENDTIME_GMT,OPR_DT,OPR_HR,OPR_INTERVAL,NODE_ID_XML,NODE_ID,NODE,MARKET_RUN_ID,LMP_TYPE,XML_DATA_ITEM,PNODE_RESMRID,GRP_TYPE,POS,MW,GROUP
2024-04-19T03:00:00-00:00,2024-04-19T04:00:00-00:00,2024-04-18,21,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T01:00:00-00:00,2024-04-19T02:00:00-00:00,2024-04-18,19,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T04:00:00-00:00,2024-04-19T05:00:00-00:00,2024-04-18,22,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T06:00:00-00:00,2024-04-19T07:00:00-00:00,2024-04-18,24,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T00:00:00-00:00,2024-04-19T01:00:00-00:00,2024-04-18,18,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T05:00:00-00:00,2024-04-19T06:00:00-00:00,2024-04-18,23,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T02:00:00-00:00,2024-04-19T03:00:00-00:00,2024-04-18,20,0,EMBRCDR_2_N104,EMBRCDR_2_N104,EMBRCDR_2_N104,DAM,MGHG,LMP_GHG_PRC,EMBRCDR_2_N104,ALL,1,0,10
2024-04-19T06:00:00-00:00,2024-04-19T07:00:00-00:00,2024-04-18,24,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,33.00842,11
2024-04-19T02:00:00-00:00,2024-04-19T03:00:00-00:00,2024-04-18,20,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,53.12995,11
2024-04-19T04:00:00-00:00,2024-04-19T05:00:00-00:00,2024-04-18,22,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,41.61543,11
2024-04-18T23:00:00-00:00,2024-04-19T00:00:00-00:00,2024-04-18,17,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,18.48902,11
2024-04-19T00:00:00-00:00,2024-04-19T01:00:00-00:00,2024-04-18,18,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,42.83504,11
2024-04-19T01:00:00-00:00,2024-04-19T02:00:00-00:00,2024-04-18,19,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,59.7456,11
2024-04-19T03:00:00-00:00,2024-04-19T04:00:00-00:00,2024-04-18,21,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,47.68558,11
2024-04-19T05:00:00-00:00,2024-04-19T06:00:00-00:00,2024-04-18,23,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,LMP,LMP_PRC,STATIN-L_7_N001,ALL,1,36.07322,11
2024-04-19T01:00:00-00:00,2024-04-19T02:00:00-00:00,2024-04-18,19,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,10.26344,12
2024-04-19T04:00:00-00:00,2024-04-19T05:00:00-00:00,2024-04-18,22,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,-3.89763,12
2024-04-19T06:00:00-00:00,2024-04-19T07:00:00-00:00,2024-04-18,24,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,0,12
2024-04-19T03:00:00-00:00,2024-04-19T04:00:00-00:00,2024-04-18,21,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,-1.55656,12
2024-04-19T05:00:00-00:00,2024-04-19T06:00:00-00:00,2024-04-18,23,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,-2.10637,12
2024-04-19T02:00:00-00:00,2024-04-19T03:00:00-00:00,2024-04-18,20,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,-4.80319,12
2024-04-19T00:00:00-00:00,2024-04-19T01:00:00-00:00,2024-04-18,18,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,15.64728,12
2024-04-18T23:00:00-00:00,2024-04-19T00:00:00-00:00,2024-04-18,17,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCC,LMP_CONG_PRC,STATIN-L_7_N001,ALL,1,11.83986,12
2024-04-19T00:00:00-00:00,2024-04-19T01:00:00-00:00,2024-04-18,18,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,25.2229,13
2024-04-18T23:00:00-00:00,2024-04-19T00:00:00-00:00,2024-04-18,17,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,6.25156,13
2024-04-19T03:00:00-00:00,2024-04-19T04:00:00-00:00,2024-04-18,21,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,47.80326,13
2024-04-19T04:00:00-00:00,2024-04-19T05:00:00-00:00,2024-04-18,22,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,44.56821,13
2024-04-19T01:00:00-00:00,2024-04-19T02:00:00-00:00,2024-04-18,19,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,47.30155,13
2024-04-19T05:00:00-00:00,2024-04-19T06:00:00-00:00,2024-04-18,23,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,37.15053,13
2024-04-19T06:00:00-00:00,2024-04-19T07:00:00-00:00,2024-04-18,24,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,32.12811,13
2024-04-19T02:00:00-00:00,2024-04-19T03:00:00-00:00,2024-04-18,20,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCE,LMP_ENE_PRC,STATIN-L_7_N001,ALL,1,56.58086,13
2024-04-19T01:00:00-00:00,2024-04-19T02:00:00-00:00,2024-04-18,19,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCL,LMP_LOSS_PRC,STATIN-L_7_N001,ALL,1,2.1806,14
2024-04-19T00:00:00-00:00,2024-04-19T01:00:00-00:00,2024-04-18,18,0,STATIN-L_7_N001,STATIN-L_7_N001,STATIN-L_7_N001,DAM,MCL,LMP_LOSS_PRC,STATIN-L_7_N001,ALL,1,1.96486,14
